Date,Invoice_ID,Customer_ID,Customer_Age_Group,Gender,State,Product_Category,Product_Name,Season,Unit_Price,Quantity_Sold,Total_Sales,Payment_Method,Sales_Channel,Promo_Code_Used,Discount_Amount,Net_Sales
1/7/2025,INV100502,CUST7662,26-35,Male,Sarawak,Accessories,Handbag,Year End,199.81,1,199.81,E-Wallet (GrabPay),Shopee,Yes,36.65,163.16
10/20/2025,INV100503,CUST1399,46-60,Female,Penang,Footwear,Heels,Normal,162.17,3,486.51,E-Wallet (GrabPay),Online,Yes,22.32,464.19
12/20/2025,INV100504,CUST6454,18-25,Female,Perak,Accessories,Bangles,Merdeka,117.64,2,235.28,Cash,Shopee,Yes,28.16,207.12
12/12/2025,INV100505,CUST6963,18-25,Male,Perak,Accessories,Scarf,Merdeka,27.36,3,82.08,Credit Card,Online,Yes,11.23,70.85
6/21/2025,INV100506,CUST4909,18-25,Others,Negeri Sembilan,Hijabs,Printed Hijab,Normal,57.76,2,115.52,E-Wallet (TnG),Shopee,No,0,115.52
9/15/2025,INV100507,CUST7929,36-45,Male,Kuala Lumpur,Accessories,Scarf,Normal,101.43,5,507.15000000000003,Cash,Instagram,No,0,507.15000000000003
8/20/2025,INV100508,CUST7031,18-25,Male,Negeri Sembilan,Tops,Floral Blouse,Hari Raya,181.63,3,544.89,Cash,Online,Yes,17.42,527.47
12/23/2025,INV100509,CUST3424,46-60,Male,Johor,Hijabs,Printed Hijab,New Year,72.77,5,363.84999999999997,Credit Card,Instagram,No,0,363.84999999999997
8/4/2025,INV100510,CUST8272,18-25,Female,Johor,Tops,Floral Blouse,Chinese New Year,170.29,5,851.4499999999999,E-Wallet (TnG),Instagram,No,0,851.4499999999999
12/2/2025,INV100511,CUST6346,46-60,Others,Negeri Sembilan,Footwear,Sneakers,Merdeka,43.75,3,131.25,Credit Card,Shopee,Yes,26.79,104.46000000000001
5/28/2025,INV100512,CUST1775,26-35,Female,Sabah,Footwear,Heels,Merdeka,186.34,5,931.7,E-Wallet (TnG),In-Store,Yes,42.77,888.9300000000001
12/21/2025,INV100513,CUST3514,26-35,Male,Kuala Lumpur,Tops,Cotton Shirt,Merdeka,42.77,3,128.31,E-Wallet (TnG),In-Store,Yes,30.31,98
1/18/2025,INV100514,CUST6192,36-45,Male,Sarawak,Footwear,Sandals,Chinese New Year,116.06,1,116.06,Cash,Instagram,No,0,116.06
3/16/2025,INV100515,CUST8504,36-45,Male,Selangor,Hijabs,Printed Hijab,Normal,79.63,3,238.89,E-Wallet (GrabPay),Shopee,Yes,40.98,197.91
8/15/2025,INV100516,CUST6549,18-25,Others,Negeri Sembilan,Tops,Floral Blouse,Year End,119.17,3,357.51,Cash,Instagram,Yes,25.07,332.44
2/17/2025,INV100517,CUST6347,18-25,Others,Johor,Hijabs,Printed Hijab,Chinese New Year,160.63,3,481.89,Credit Card,Online,Yes,29.23,452.65999999999997
8/17/2025,INV100518,CUST2431,46-60,Male,Negeri Sembilan,Accessories,Bangles,Merdeka,112.08,1,112.08,E-Wallet (TnG),Instagram,Yes,37.22,74.86
8/7/2025,INV100519,CUST7056,46-60,Female,Selangor,Accessories,Scarf,Ramadan,75.46,4,301.84,Cash,In-Store,No,0,301.84
8/1/2025,INV100520,CUST8249,36-45,Male,Perak,Footwear,Heels,Merdeka,127.63,2,255.26,Credit Card,Shopee,No,0,255.26
9/26/2025,INV100521,CUST6495,18-25,Others,Perak,Tops,Floral Blouse,Normal,93.7,3,281.1,E-Wallet (GrabPay),In-Store,No,0,281.1
12/30/2025,INV100522,CUST3243,26-35,Male,Perak,Accessories,Bangles,Hari Raya,27.6,3,82.80000000000001,E-Wallet (TnG),Instagram,No,0,82.80000000000001
4/25/2025,INV100523,CUST1439,18-25,Male,Sabah,Accessories,Bangles,Year End,105.06,3,315.18,E-Wallet (GrabPay),In-Store,No,0,315.18
12/19/2025,INV100524,CUST5009,18-25,Male,Sabah,Footwear,Heels,Merdeka,154.2,5,771,E-Wallet (GrabPay),Instagram,No,0,771
11/18/2025,INV100525,CUST8799,18-25,Female,Selangor,Accessories,Handbag,Normal,124.7,2,249.4,E-Wallet (TnG),Instagram,Yes,21.08,228.32
1/28/2025,INV100526,CUST5467,36-45,Female,Sarawak,Tops,Cotton Shirt,Ramadan,115.33,1,115.33,Credit Card,In-Store,Yes,31.94,83.39
3/27/2025,INV100527,CUST9908,36-45,Female,Sabah,Accessories,Bangles,Normal,145.63,3,436.89,Cash,Shopee,Yes,5.58,431.31
9/23/2025,INV100528,CUST5610,36-45,Female,Perak,Accessories,Handbag,Normal,38.44,2,76.88,Credit Card,In-Store,Yes,23.78,53.099999999999994
2/9/2025,INV100529,CUST2909,26-35,Male,Negeri Sembilan,Accessories,Scarf,Year End,85.26,4,341.04,E-Wallet (TnG),In-Store,No,0,341.04
1/15/2025,INV100530,CUST2943,26-35,Male,Penang,Bottoms,Slim Fit Jeans,Chinese New Year,57.77,1,57.77,E-Wallet (GrabPay),Online,Yes,5.85,51.92
9/5/2025,INV100531,CUST8065,18-25,Male,Kuala Lumpur,Tops,Linen Tunic,Normal,112.43,1,112.43,E-Wallet (GrabPay),Online,No,0,112.43
1/23/2025,INV100532,CUST2085,36-45,Others,Selangor,Tops,Floral Blouse,Merdeka,56.97,2,113.94,Credit Card,Shopee,Yes,9.09,104.85
5/23/2025,INV100533,CUST6698,36-45,Male,Johor,Hijabs,Printed Hijab,New Year,37.84,5,189.20000000000002,Cash,In-Store,Yes,48.39,140.81
3/29/2025,INV100534,CUST9800,18-25,Others,Kuala Lumpur,Bottoms,Palazzo Pants,Normal,173.23,4,692.92,E-Wallet (TnG),In-Store,No,0,692.92
12/11/2025,INV100535,CUST2758,26-35,Female,Perak,Footwear,Heels,Merdeka,60.96,1,60.96,E-Wallet (TnG),Online,No,0,60.96
2/26/2025,INV100536,CUST9515,26-35,Female,Sarawak,Accessories,Bangles,Year End,27.31,3,81.92999999999999,E-Wallet (GrabPay),Online,No,0,81.92999999999999
5/26/2025,INV100537,CUST8486,36-45,Others,Negeri Sembilan,Bottoms,Palazzo Pants,Hari Raya,72.31,4,289.24,Credit Card,Online,No,0,289.24
12/14/2025,INV100538,CUST7020,26-35,Male,Negeri Sembilan,Tops,Cotton Shirt,Hari Raya,114.08,1,114.08,Cash,In-Store,No,0,114.08
7/25/2025,INV100539,CUST2666,26-35,Male,Sarawak,Bottoms,Slim Fit Jeans,Normal,56.05,4,224.2,Cash,In-Store,No,0,224.2
9/13/2025,INV100540,CUST5563,36-45,Others,Perak,Accessories,Scarf,Normal,140,4,560,E-Wallet (GrabPay),Shopee,Yes,39.56,520.44
2/25/2025,INV100541,CUST3001,36-45,Female,Negeri Sembilan,Bottoms,Palazzo Pants,Chinese New Year,25.35,1,25.35,Cash,Instagram,Yes,48.74,-23.39
7/15/2025,INV100542,CUST6356,26-35,Female,Kuala Lumpur,Tops,Linen Tunic,Normal,155.29,4,621.16,E-Wallet (GrabPay),In-Store,No,0,621.16
12/5/2025,INV100543,CUST9157,46-60,Others,Sabah,Hijabs,Cotton Hijab,Merdeka,118.39,1,118.39,E-Wallet (GrabPay),Online,No,0,118.39
8/19/2025,INV100544,CUST6153,46-60,Female,Negeri Sembilan,Tops,Floral Blouse,Chinese New Year,120.2,3,360.6,Credit Card,Instagram,No,0,360.6
3/10/2025,INV100545,CUST6119,46-60,Female,Kuala Lumpur,Hijabs,Printed Hijab,Normal,108.3,5,541.5,E-Wallet (GrabPay),Instagram,Yes,27.8,513.7
7/20/2025,INV100546,CUST5315,46-60,Others,Perak,Hijabs,Printed Hijab,Normal,83.5,3,250.5,E-Wallet (TnG),Online,Yes,31.57,218.93
3/7/2025,INV100547,CUST7003,36-45,Others,Selangor,Accessories,Scarf,Normal,37.52,3,112.56,E-Wallet (TnG),Instagram,No,0,112.56
1/29/2025,INV100548,CUST5001,26-35,Male,Sabah,Hijabs,Silk Hijab,Year End,31.79,3,95.37,Cash,Shopee,Yes,5.89,89.48
6/16/2025,INV100549,CUST1612,46-60,Others,Perak,Hijabs,Printed Hijab,Normal,182.25,3,546.75,Cash,Instagram,Yes,49.36,497.39
7/13/2025,INV100550,CUST7394,36-45,Others,Kuala Lumpur,Footwear,Heels,Normal,144.36,2,288.72,E-Wallet (TnG),Instagram,No,0,288.72
3/27/2025,INV100551,CUST5907,36-45,Female,Johor,Footwear,Sandals,Normal,172.52,1,172.52,Credit Card,Shopee,No,0,172.52
1/25/2025,INV100552,CUST5871,46-60,Male,Kuala Lumpur,Hijabs,Silk Hijab,Merdeka,80.63,1,80.63,E-Wallet (GrabPay),Instagram,Yes,20.63,60
2/9/2025,INV100553,CUST5945,36-45,Female,Sarawak,Bottoms,Slim Fit Jeans,Hari Raya,65.23,5,326.15000000000003,E-Wallet (GrabPay),In-Store,Yes,33.25,292.90000000000003
9/22/2025,INV100554,CUST4056,46-60,Male,Negeri Sembilan,Accessories,Bangles,Normal,115.89,5,579.45,E-Wallet (GrabPay),Online,Yes,21.39,558.0600000000001
3/17/2025,INV100555,CUST4938,26-35,Others,Sabah,Footwear,Sneakers,Normal,77.36,1,77.36,Credit Card,Instagram,No,0,77.36
5/27/2025,INV100556,CUST3631,36-45,Others,Johor,Footwear,Heels,New Year,46.99,1,46.99,Credit Card,Shopee,No,0,46.99
9/6/2025,INV100557,CUST8145,46-60,Others,Selangor,Bottoms,Batik Skirt,Normal,69.09,1,69.09,E-Wallet (TnG),Shopee,Yes,33.99,35.1
1/22/2025,INV100558,CUST8960,18-25,Male,Kuala Lumpur,Accessories,Bangles,Ramadan,176.09,4,704.36,E-Wallet (TnG),Online,No,0,704.36
3/13/2025,INV100559,CUST4867,18-25,Others,Kuala Lumpur,Hijabs,Printed Hijab,Normal,169.22,5,846.1,E-Wallet (TnG),Instagram,Yes,15.71,830.39
3/4/2025,INV100560,CUST6134,36-45,Others,Perak,Bottoms,Slim Fit Jeans,Normal,59.24,1,59.24,Credit Card,In-Store,No,0,59.24
8/14/2025,INV100561,CUST7690,36-45,Others,Selangor,Footwear,Sandals,Ramadan,145.93,1,145.93,E-Wallet (TnG),Instagram,No,0,145.93
12/16/2025,INV100562,CUST5036,36-45,Male,Sarawak,Footwear,Sandals,Ramadan,167.85,1,167.85,Cash,Online,Yes,16.38,151.47
7/16/2025,INV100563,CUST6067,36-45,Others,Kuala Lumpur,Hijabs,Silk Hijab,Normal,174.38,4,697.52,Cash,Instagram,No,0,697.52
6/4/2025,INV100564,CUST2478,26-35,Female,Johor,Bottoms,Slim Fit Jeans,Normal,133.64,4,534.56,Cash,Shopee,Yes,42.04,492.5199999999999
9/9/2025,INV100565,CUST8718,46-60,Female,Perak,Tops,Floral Blouse,Normal,145.73,5,728.65,Cash,Shopee,No,0,728.65
11/5/2025,INV100566,CUST9973,36-45,Female,Selangor,Tops,Linen Tunic,Normal,135.49,4,541.96,Credit Card,Online,No,0,541.96
4/13/2025,INV100567,CUST6006,36-45,Others,Kuala Lumpur,Tops,Floral Blouse,Chinese New Year,112.95,2,225.9,E-Wallet (GrabPay),Shopee,No,0,225.9
9/2/2025,INV100568,CUST3187,36-45,Male,Sarawak,Accessories,Handbag,Normal,35.19,3,105.57,Credit Card,Instagram,No,0,105.57
10/20/2025,INV100569,CUST4677,18-25,Male,Johor,Tops,Cotton Shirt,Normal,55.69,2,111.38,Cash,Instagram,No,0,111.38
11/4/2025,INV100570,CUST5262,26-35,Male,Sarawak,Bottoms,Palazzo Pants,Normal,41.12,5,205.6,E-Wallet (GrabPay),Instagram,No,0,205.6
3/2/2025,INV100571,CUST4677,26-35,Male,Sabah,Accessories,Bangles,Normal,108.95,2,217.9,E-Wallet (GrabPay),In-Store,Yes,49.78,168.12
5/25/2025,INV100572,CUST4102,46-60,Male,Perak,Bottoms,Batik Skirt,Ramadan,195.7,2,391.4,E-Wallet (GrabPay),In-Store,No,0,391.4
10/26/2025,INV100573,CUST8506,18-25,Male,Negeri Sembilan,Bottoms,Slim Fit Jeans,Normal,195.39,4,781.56,Credit Card,Instagram,No,0,781.56
11/2/2025,INV100574,CUST5198,18-25,Male,Selangor,Tops,Cotton Shirt,Normal,187.59,4,750.36,E-Wallet (TnG),Online,Yes,16.41,733.95
11/14/2025,INV100575,CUST7241,36-45,Female,Sarawak,Bottoms,Palazzo Pants,Normal,27.4,2,54.8,E-Wallet (TnG),In-Store,No,0,54.8
6/23/2025,INV100576,CUST8669,26-35,Male,Sarawak,Hijabs,Cotton Hijab,Normal,45.52,1,45.52,E-Wallet (TnG),Online,Yes,27.46,18.060000000000002
5/24/2025,INV100577,CUST6907,46-60,Female,Sabah,Hijabs,Cotton Hijab,Merdeka,76.34,2,152.68,E-Wallet (TnG),Instagram,Yes,30.01,122.67
12/3/2025,INV100578,CUST8208,18-25,Male,Penang,Tops,Floral Blouse,Chinese New Year,26.46,3,79.38,Credit Card,Instagram,No,0,79.38
3/1/2025,INV100579,CUST9108,18-25,Female,Sarawak,Hijabs,Cotton Hijab,Normal,102.4,1,102.4,Credit Card,Online,No,0,102.4
2/17/2025,INV100580,CUST4337,36-45,Male,Penang,Hijabs,Cotton Hijab,Merdeka,180.36,5,901.8000000000001,Credit Card,Online,Yes,23.74,878.0600000000001
2/9/2025,INV100581,CUST5033,46-60,Others,Kuala Lumpur,Accessories,Handbag,Ramadan,142.64,1,142.64,E-Wallet (GrabPay),Shopee,Yes,42.66,99.97999999999999
3/20/2025,INV100582,CUST1473,18-25,Female,Negeri Sembilan,Footwear,Sandals,Normal,191.94,5,959.7,Cash,Shopee,Yes,34.53,925.1700000000001
8/20/2025,INV100583,CUST6323,26-35,Male,Selangor,Accessories,Scarf,New Year,153.88,5,769.4,E-Wallet (GrabPay),Online,No,0,769.4
5/11/2025,INV100584,CUST3916,26-35,Female,Kuala Lumpur,Tops,Floral Blouse,Chinese New Year,89.93,4,359.72,E-Wallet (TnG),In-Store,Yes,18.43,341.29
8/10/2025,INV100585,CUST6080,26-35,Female,Kuala Lumpur,Accessories,Bangles,Chinese New Year,108.13,4,432.52,E-Wallet (GrabPay),Shopee,No,0,432.52
2/16/2025,INV100586,CUST7922,36-45,Others,Penang,Footwear,Sandals,Hari Raya,36.73,5,183.64999999999998,E-Wallet (TnG),Instagram,Yes,34.14,149.51
3/21/2025,INV100587,CUST9115,18-25,Female,Negeri Sembilan,Footwear,Heels,Normal,183.3,4,733.2,E-Wallet (TnG),In-Store,Yes,35.79,697.4100000000001
6/3/2025,INV100588,CUST5073,46-60,Female,Selangor,Hijabs,Silk Hijab,Normal,185.11,5,925.5500000000001,Cash,Instagram,No,0,925.5500000000001
2/18/2025,INV100589,CUST8612,36-45,Female,Sabah,Hijabs,Silk Hijab,Merdeka,22.93,4,91.72,Credit Card,In-Store,No,0,91.72
1/24/2025,INV100590,CUST2364,46-60,Others,Sabah,Accessories,Bangles,Year End,101.9,4,407.6,E-Wallet (TnG),Shopee,Yes,14.5,393.1
2/10/2025,INV100591,CUST5248,18-25,Female,Selangor,Tops,Cotton Shirt,New Year,22.39,4,89.56,E-Wallet (GrabPay),Instagram,No,0,89.56
6/5/2025,INV100592,CUST6910,46-60,Female,Kuala Lumpur,Bottoms,Batik Skirt,Normal,22.5,1,22.5,Cash,In-Store,Yes,14.42,8.08
11/29/2025,INV100593,CUST3378,26-35,Female,Johor,Tops,Cotton Shirt,Normal,158.55,2,317.1,E-Wallet (GrabPay),Instagram,Yes,10.24,306.86
3/20/2025,INV100594,CUST8295,46-60,Female,Selangor,Footwear,Sandals,Normal,63.67,3,191.01,E-Wallet (GrabPay),Online,No,0,191.01
1/5/2025,INV100595,CUST2682,46-60,Female,Negeri Sembilan,Hijabs,Printed Hijab,Year End,119.77,3,359.31,Cash,Instagram,No,0,359.31
9/6/2025,INV100596,CUST9410,46-60,Male,Selangor,Hijabs,Silk Hijab,Normal,95.96,3,287.88,Cash,Shopee,No,0,287.88
8/31/2025,INV100597,CUST2915,46-60,Others,Sarawak,Footwear,Sandals,Hari Raya,23.75,3,71.25,Credit Card,Instagram,No,0,71.25
8/13/2025,INV100598,CUST4802,26-35,Others,Sarawak,Hijabs,Printed Hijab,Year End,104.32,3,312.96,E-Wallet (GrabPay),Instagram,No,0,312.96
8/30/2025,INV100599,CUST3654,26-35,Female,Kuala Lumpur,Footwear,Heels,Chinese New Year,55.91,5,279.54999999999995,E-Wallet (GrabPay),Online,No,0,279.54999999999995
9/10/2025,INV100600,CUST5975,26-35,Male,Selangor,Tops,Cotton Shirt,Normal,178.56,3,535.6800000000001,Credit Card,In-Store,Yes,41.31,494.37000000000006
6/22/2025,INV100601,CUST8055,18-25,Others,Johor,Tops,Linen Tunic,Normal,60.34,3,181.02,E-Wallet (TnG),Shopee,Yes,39.65,141.37
10/13/2025,INV100602,CUST5382,26-35,Others,Kuala Lumpur,Tops,Cotton Shirt,Normal,163.82,1,163.82,Cash,Online,Yes,27.83,135.99
3/27/2025,INV100603,CUST2934,26-35,Female,Penang,Accessories,Bangles,Normal,99.47,5,497.35,E-Wallet (GrabPay),Online,Yes,34.12,463.23
6/21/2025,INV100604,CUST3257,18-25,Male,Negeri Sembilan,Footwear,Heels,Normal,64.16,4,256.64,E-Wallet (TnG),Shopee,Yes,8.84,247.79999999999998
7/10/2025,INV100605,CUST7799,36-45,Others,Johor,Bottoms,Palazzo Pants,Normal,95.91,2,191.82,Credit Card,Instagram,No,0,191.82
7/29/2025,INV100606,CUST8516,36-45,Male,Negeri Sembilan,Bottoms,Batik Skirt,Normal,149.17,5,745.8499999999999,Cash,Online,No,0,745.8499999999999
6/11/2025,INV100607,CUST7580,26-35,Female,Selangor,Footwear,Heels,Normal,138.83,2,277.66,Cash,Shopee,No,0,277.66
7/25/2025,INV100608,CUST5986,36-45,Female,Selangor,Accessories,Bangles,Normal,129.87,2,259.74,E-Wallet (GrabPay),Instagram,Yes,44.94,214.8
11/16/2025,INV100609,CUST8244,36-45,Others,Perak,Bottoms,Slim Fit Jeans,Normal,35.17,5,175.85000000000002,E-Wallet (TnG),Instagram,Yes,28.42,147.43
10/4/2025,INV100610,CUST5651,26-35,Male,Sabah,Hijabs,Cotton Hijab,Normal,156.27,2,312.54,Cash,Online,No,0,312.54
5/4/2025,INV100611,CUST5979,46-60,Others,Kuala Lumpur,Tops,Cotton Shirt,Ramadan,132.86,3,398.58000000000004,Cash,Online,Yes,25.19,373.39000000000004
10/21/2025,INV100612,CUST1085,46-60,Female,Johor,Hijabs,Printed Hijab,Normal,148.64,5,743.1999999999999,Credit Card,Shopee,No,0,743.1999999999999
5/26/2025,INV100613,CUST3293,46-60,Others,Johor,Tops,Cotton Shirt,Merdeka,124.83,3,374.49,E-Wallet (GrabPay),Online,Yes,37.02,337.47
7/30/2025,INV100614,CUST2342,18-25,Male,Perak,Bottoms,Slim Fit Jeans,Normal,58.66,1,58.66,E-Wallet (TnG),Instagram,No,0,58.66
5/16/2025,INV100615,CUST9172,46-60,Female,Negeri Sembilan,Footwear,Heels,Chinese New Year,111.04,4,444.16,E-Wallet (GrabPay),In-Store,Yes,36.25,407.91
8/22/2025,INV100616,CUST8755,18-25,Others,Penang,Hijabs,Cotton Hijab,New Year,128.29,4,513.16,Cash,Online,No,0,513.16
10/20/2025,INV100617,CUST5744,18-25,Others,Penang,Tops,Cotton Shirt,Normal,74.89,3,224.67000000000002,E-Wallet (TnG),Shopee,No,0,224.67000000000002
1/15/2025,INV100618,CUST3340,26-35,Others,Perak,Tops,Cotton Shirt,Ramadan,58.8,4,235.2,Cash,Online,No,0,235.2
2/4/2025,INV100619,CUST1732,46-60,Female,Sabah,Hijabs,Cotton Hijab,Ramadan,160.64,4,642.56,Credit Card,In-Store,No,0,642.56
8/19/2025,INV100620,CUST8357,26-35,Others,Sarawak,Tops,Linen Tunic,Year End,132.25,4,529,Credit Card,Instagram,No,0,529
10/4/2025,INV100621,CUST1750,46-60,Others,Sabah,Tops,Floral Blouse,Normal,147.3,5,736.5,E-Wallet (TnG),Online,Yes,13.66,722.84
11/13/2025,INV100622,CUST9877,18-25,Others,Johor,Footwear,Sandals,Normal,181.44,1,181.44,Credit Card,Online,No,0,181.44
4/16/2025,INV100623,CUST5018,46-60,Male,Sarawak,Footwear,Sandals,New Year,108.47,1,108.47,E-Wallet (TnG),Instagram,Yes,23.67,84.8
9/28/2025,INV100624,CUST6199,46-60,Female,Kuala Lumpur,Tops,Floral Blouse,Normal,117.52,3,352.56,Credit Card,In-Store,No,0,352.56
2/15/2025,INV100625,CUST3526,36-45,Female,Penang,Tops,Linen Tunic,Ramadan,52.66,1,52.66,E-Wallet (TnG),Instagram,Yes,19.4,33.26
7/31/2025,INV100626,CUST6311,36-45,Female,Kuala Lumpur,Tops,Floral Blouse,Normal,63.13,5,315.65000000000003,Credit Card,Instagram,No,0,315.65000000000003
2/28/2025,INV100627,CUST5412,18-25,Female,Negeri Sembilan,Hijabs,Cotton Hijab,New Year,107.15,4,428.6,Credit Card,Online,No,0,428.6
10/11/2025,INV100628,CUST2663,26-35,Others,Penang,Accessories,Bangles,Normal,93.21,1,93.21,Credit Card,In-Store,No,0,93.21
10/4/2025,INV100629,CUST3755,26-35,Others,Perak,Hijabs,Cotton Hijab,Normal,27.52,4,110.08,E-Wallet (TnG),In-Store,Yes,7.71,102.37
9/4/2025,INV100630,CUST5477,36-45,Others,Perak,Accessories,Bangles,Normal,58.3,5,291.5,E-Wallet (TnG),Online,Yes,38.26,253.24
10/16/2025,INV100631,CUST2145,36-45,Male,Perak,Tops,Floral Blouse,Normal,150.51,3,451.53,E-Wallet (GrabPay),In-Store,No,0,451.53
12/16/2025,INV100632,CUST6613,36-45,Others,Negeri Sembilan,Accessories,Handbag,Year End,196.94,3,590.8199999999999,Credit Card,Instagram,No,0,590.8199999999999
1/9/2025,INV100633,CUST3190,18-25,Others,Negeri Sembilan,Tops,Floral Blouse,Year End,51.24,5,256.2,E-Wallet (GrabPay),Instagram,Yes,40.43,215.76999999999998
11/29/2025,INV100634,CUST2270,18-25,Others,Negeri Sembilan,Tops,Cotton Shirt,Normal,194.97,4,779.88,E-Wallet (TnG),Instagram,Yes,42.76,737.12
12/23/2025,INV100635,CUST1138,18-25,Female,Sarawak,Bottoms,Slim Fit Jeans,New Year,59.87,1,59.87,E-Wallet (TnG),Shopee,Yes,9.05,50.81999999999999
11/11/2025,INV100636,CUST5967,26-35,Male,Negeri Sembilan,Accessories,Handbag,Normal,70.54,5,352.70000000000005,Credit Card,Online,Yes,49.29,303.41
11/23/2025,INV100637,CUST7489,18-25,Female,Negeri Sembilan,Bottoms,Palazzo Pants,Normal,54.88,5,274.40000000000003,Credit Card,Online,Yes,38.57,235.83000000000004
3/7/2025,INV100638,CUST5253,26-35,Others,Sabah,Bottoms,Palazzo Pants,Normal,24.16,5,120.8,E-Wallet (TnG),Instagram,Yes,47.21,73.59
11/25/2025,INV100639,CUST1849,36-45,Female,Perak,Accessories,Handbag,Normal,142.43,4,569.72,E-Wallet (GrabPay),Shopee,Yes,44.77,524.95
4/25/2025,INV100640,CUST1769,36-45,Female,Negeri Sembilan,Accessories,Handbag,Hari Raya,55.03,1,55.03,Cash,In-Store,No,0,55.03
2/8/2025,INV100641,CUST5095,26-35,Male,Sarawak,Accessories,Handbag,Year End,132.55,1,132.55,E-Wallet (GrabPay),Instagram,Yes,31.66,100.89000000000001
11/17/2025,INV100642,CUST6477,36-45,Male,Kuala Lumpur,Footwear,Heels,Normal,192.58,1,192.58,E-Wallet (TnG),In-Store,Yes,39.91,152.67000000000002
11/14/2025,INV100643,CUST8184,18-25,Others,Negeri Sembilan,Hijabs,Silk Hijab,Normal,35.4,1,35.4,Cash,Instagram,No,0,35.4
12/22/2025,INV100644,CUST2065,26-35,Male,Negeri Sembilan,Tops,Cotton Shirt,Merdeka,132.71,1,132.71,Cash,Online,Yes,18.27,114.44000000000001
7/15/2025,INV100645,CUST7581,18-25,Others,Perak,Bottoms,Palazzo Pants,Normal,161.75,5,808.75,Cash,Instagram,No,0,808.75
8/26/2025,INV100646,CUST8014,18-25,Female,Selangor,Footwear,Sandals,Ramadan,125.81,1,125.81,Cash,Online,Yes,31.68,94.13
4/10/2025,INV100647,CUST3064,36-45,Female,Perak,Footwear,Sandals,Merdeka,100.03,2,200.06,Credit Card,Online,Yes,10.75,189.31
10/27/2025,INV100648,CUST8140,36-45,Female,Penang,Bottoms,Slim Fit Jeans,Normal,75.56,3,226.68,E-Wallet (TnG),Shopee,Yes,28.3,198.38
12/3/2025,INV100649,CUST3369,18-25,Male,Selangor,Footwear,Sneakers,Chinese New Year,195.77,2,391.54,Cash,Shopee,Yes,35.05,356.49
12/22/2025,INV100650,CUST8657,36-45,Others,Sarawak,Hijabs,Cotton Hijab,Hari Raya,79.15,1,79.15,E-Wallet (GrabPay),Online,No,0,79.15
4/23/2025,INV100651,CUST1060,26-35,Others,Johor,Footwear,Sandals,Chinese New Year,63.02,3,189.06,E-Wallet (GrabPay),In-Store,No,0,189.06
4/5/2025,INV100652,CUST1110,36-45,Male,Kuala Lumpur,Accessories,Handbag,Merdeka,40.73,3,122.19,E-Wallet (GrabPay),In-Store,No,0,122.19
1/23/2025,INV100653,CUST1486,26-35,Male,Sabah,Bottoms,Batik Skirt,Ramadan,149.39,3,448.16999999999996,Credit Card,In-Store,Yes,5.97,442.19999999999993
5/15/2025,INV100654,CUST2657,18-25,Others,Penang,Footwear,Sandals,New Year,80.91,2,161.82,E-Wallet (TnG),Instagram,Yes,21.63,140.19
7/10/2025,INV100655,CUST3807,46-60,Others,Kuala Lumpur,Tops,Floral Blouse,Normal,178.89,2,357.78,Credit Card,In-Store,No,0,357.78
12/22/2025,INV100656,CUST7131,36-45,Others,Perak,Bottoms,Batik Skirt,Merdeka,125.72,5,628.6,E-Wallet (TnG),In-Store,No,0,628.6
5/7/2025,INV100657,CUST1872,36-45,Male,Negeri Sembilan,Bottoms,Palazzo Pants,New Year,161.24,5,806.2,Cash,In-Store,No,0,806.2
11/27/2025,INV100658,CUST9342,36-45,Female,Negeri Sembilan,Bottoms,Slim Fit Jeans,Normal,148.25,5,741.25,E-Wallet (GrabPay),Instagram,No,0,741.25
5/18/2025,INV100659,CUST7569,18-25,Male,Johor,Bottoms,Slim Fit Jeans,Chinese New Year,91.26,3,273.78000000000003,E-Wallet (GrabPay),Instagram,Yes,47.1,226.68000000000004
7/11/2025,INV100660,CUST5170,18-25,Male,Kuala Lumpur,Accessories,Scarf,Normal,113.39,2,226.78,Cash,Instagram,No,0,226.78
8/7/2025,INV100661,CUST8391,46-60,Female,Perak,Accessories,Scarf,Ramadan,69.14,1,69.14,Credit Card,Instagram,Yes,16.95,52.19
2/8/2025,INV100662,CUST6883,18-25,Female,Kuala Lumpur,Accessories,Handbag,New Year,41.35,3,124.05000000000001,Cash,In-Store,No,0,124.05000000000001
4/11/2025,INV100663,CUST6394,36-45,Female,Sabah,Bottoms,Palazzo Pants,Merdeka,199.64,5,998.1999999999999,E-Wallet (TnG),Online,No,0,998.1999999999999
5/25/2025,INV100664,CUST6679,46-60,Female,Selangor,Footwear,Sandals,Merdeka,198.07,2,396.14,E-Wallet (GrabPay),In-Store,Yes,37.55,358.59
4/18/2025,INV100665,CUST8773,26-35,Others,Negeri Sembilan,Footwear,Sneakers,New Year,76.35,2,152.7,E-Wallet (GrabPay),Instagram,Yes,24.74,127.96
10/13/2025,INV100666,CUST1493,36-45,Male,Penang,Accessories,Bangles,Normal,21.74,3,65.22,E-Wallet (TnG),In-Store,No,0,65.22
8/6/2025,INV100667,CUST7608,36-45,Female,Selangor,Hijabs,Silk Hijab,Chinese New Year,47.66,3,142.98,E-Wallet (GrabPay),Instagram,Yes,47.69,95.28999999999999
